# Forecast peak intensity — RONI (relative Nino 3.4): each ensemble member's Jul-Dec 2026 peak
# Climate Dashboard (https://github.com/hausfath/climate-dashboard) — regenerated daily; this file: 2026-09-03
# peak_c: the member's maximum monthly forecast over Jul-Dec 2026; peak_month: when it occurs. Members must cover both Nov and Dec to be included.
# Dashboard statistics weight every model equally regardless of ensemble size.
# All values in degrees Celsius unless a column says otherwise. Load with pandas.read_csv(..., comment='#').
model,member_id,peak_c,peak_month
BOM,ens_061,2.9202,2026-12
BOM,ens_062,3.0675,2026-11
BOM,ens_063,3.2010,2026-11
BOM,ens_064,3.2558,2026-11
BOM,ens_065,3.1030,2026-11
BOM,ens_066,3.0604,2026-10
BOM,ens_067,3.1683,2026-10
BOM,ens_068,3.1147,2026-12
BOM,ens_069,3.0025,2026-10
BOM,ens_070,3.1648,2026-10
BOM,ens_071,3.0437,2026-10
BOM,ens_072,3.1135,2026-11
BOM,ens_073,2.7717,2026-11
BOM,ens_074,3.3655,2026-11
BOM,ens_075,2.9067,2026-11
BOM,ens_076,3.3978,2026-10
BOM,ens_077,2.9062,2026-09
BOM,ens_078,3.4748,2026-11
BOM,ens_079,3.4266,2026-11
BOM,ens_080,3.1614,2026-11
BOM,ens_081,3.1054,2026-11
BOM,ens_082,2.9273,2026-10
BOM,ens_083,3.4085,2026-10
BOM,ens_084,3.2558,2026-10
BOM,ens_085,3.2033,2026-10
BOM,ens_086,3.5952,2026-10
BOM,ens_087,2.9971,2026-11
BOM,ens_088,3.2831,2026-11
BOM,ens_089,3.1418,2026-10
BOM,ens_090,2.4989,2026-09
BOM,ens_091,3.0232,2026-11
BOM,ens_092,3.4110,2026-11
BOM,ens_093,3.0899,2026-10
BOM,ens_094,3.2071,2026-11
BOM,ens_095,3.0765,2026-09
BOM,ens_096,2.9760,2026-10
BOM,ens_097,2.9635,2026-11
BOM,ens_098,2.9006,2026-11
BOM,ens_099,3.0487,2026-12
BOM,ens_100,3.1959,2026-10
BOM,ens_101,3.0689,2026-10
BOM,ens_102,3.1614,2026-11
BOM,ens_103,2.8166,2026-11
BOM,ens_104,3.3746,2026-11
BOM,ens_105,3.0470,2026-10
BOM,ens_106,3.3034,2026-11
BOM,ens_107,3.1807,2026-11
BOM,ens_108,3.1596,2026-10
BOM,ens_109,2.9641,2026-11
BOM,ens_110,3.3405,2026-10
BOM,ens_111,2.9247,2026-10
BOM,ens_112,3.0911,2026-11
BOM,ens_113,2.8822,2026-11
BOM,ens_114,2.9962,2026-10
BOM,ens_115,3.3393,2026-11
BOM,ens_116,3.0785,2026-10
BOM,ens_117,2.9308,2026-10
BOM,ens_118,2.6888,2026-11
BOM,ens_119,3.3146,2026-11
BOM,ens_120,3.4514,2026-11
CFSv2,ens_E3_001,3.4081,2026-11
CFSv2,ens_E3_002,3.5726,2026-11
CFSv2,ens_E3_003,3.3479,2026-11
CFSv2,ens_E3_004,3.4232,2026-11
CFSv2,ens_E3_005,3.6823,2026-11
CFSv2,ens_E3_006,3.6247,2026-11
CFSv2,ens_E3_007,3.4808,2026-11
CFSv2,ens_E3_008,3.1021,2026-11
CFSv2,ens_E3_009,3.5074,2026-11
CFSv2,ens_E3_010,3.6449,2026-11
CFSv2,ens_E3_011,3.2137,2026-11
CFSv2,ens_E3_012,3.2204,2026-11
CFSv2,ens_E3_013,3.6094,2026-11
CFSv2,ens_E3_014,3.0604,2026-10
CFSv2,ens_E3_015,3.8998,2026-11
CFSv2,ens_E3_016,3.1312,2026-11
CFSv2,ens_E3_017,3.2529,2026-11
CFSv2,ens_E3_018,3.1461,2026-10
CFSv2,ens_E3_019,3.4242,2026-11
CFSv2,ens_E3_020,3.2602,2026-11
CFSv2,ens_E3_021,3.3362,2026-11
CFSv2,ens_E3_022,3.7709,2026-11
CFSv2,ens_E3_023,3.4486,2026-11
CFSv2,ens_E3_024,3.5629,2026-11
CFSv2,ens_E3_025,3.4026,2026-11
CFSv2,ens_E3_026,3.4277,2026-11
CFSv2,ens_E3_027,3.8826,2026-11
CFSv2,ens_E3_028,3.5217,2026-11
CFSv2,ens_E3_029,3.6618,2026-11
CFSv2,ens_E3_030,3.2220,2026-11
CFSv2,ens_E3_031,3.6336,2026-11
CFSv2,ens_E3_032,3.5015,2026-11
CFSv2,ens_E3_033,3.3120,2026-11
CFSv2,ens_E3_034,3.2932,2026-11
CFSv2,ens_E3_035,3.2885,2026-11
CFSv2,ens_E3_036,3.5899,2026-11
CFSv2,ens_E3_037,3.6005,2026-11
CFSv2,ens_E3_038,3.4449,2026-10
CFSv2,ens_E3_039,3.3348,2026-11
CFSv2,ens_E3_040,3.6630,2026-11
CMCC,ens_000,3.9387,2026-12
CMCC,ens_001,4.1595,2026-12
CMCC,ens_002,4.4194,2026-12
CMCC,ens_003,3.7128,2026-12
CMCC,ens_004,3.9149,2026-12
CMCC,ens_005,4.5024,2026-12
CMCC,ens_006,4.0633,2026-12
CMCC,ens_007,3.9859,2026-12
CMCC,ens_008,4.1020,2026-12
CMCC,ens_009,3.7790,2026-12
CMCC,ens_010,3.5756,2026-12
CMCC,ens_011,4.1502,2026-12
CMCC,ens_012,3.7636,2026-12
CMCC,ens_013,4.2254,2026-12
CMCC,ens_014,4.3953,2026-12
CMCC,ens_015,4.6221,2026-12
CMCC,ens_016,4.1399,2026-12
CMCC,ens_017,3.7852,2026-12
CMCC,ens_018,3.8070,2026-12
CMCC,ens_019,4.3428,2026-12
CMCC,ens_020,3.9326,2026-12
CMCC,ens_021,3.9759,2026-12
CMCC,ens_022,4.4435,2026-12
CMCC,ens_023,3.9740,2026-12
CMCC,ens_024,3.5814,2026-12
CMCC,ens_025,4.3711,2026-12
CMCC,ens_026,4.4173,2026-12
CMCC,ens_027,3.6052,2026-12
CMCC,ens_028,3.8438,2026-12
CMCC,ens_029,4.3361,2026-12
CMCC,ens_030,4.0084,2026-12
CMCC,ens_031,4.2323,2026-12
CMCC,ens_032,4.3423,2026-12
CMCC,ens_033,4.2355,2026-12
CMCC,ens_034,4.0170,2026-12
CMCC,ens_035,3.8609,2026-12
CMCC,ens_036,3.7646,2026-12
CMCC,ens_037,4.4552,2026-12
CMCC,ens_038,4.9359,2026-12
CMCC,ens_039,4.8400,2026-12
CMCC,ens_040,4.3664,2026-12
CMCC,ens_041,4.0792,2026-12
CMCC,ens_042,3.7491,2026-12
CMCC,ens_043,4.0084,2026-12
CMCC,ens_044,4.2853,2026-12
CMCC,ens_045,3.9584,2026-12
CMCC,ens_046,4.5785,2026-12
CMCC,ens_047,3.7491,2026-12
CMCC,ens_048,4.4273,2026-12
CMCC,ens_049,4.2556,2026-12
CanSIPS-CanESM5,ens_001,3.7741,2026-10
CanSIPS-CanESM5,ens_002,3.5538,2026-10
CanSIPS-CanESM5,ens_003,3.5999,2026-11
CanSIPS-CanESM5,ens_004,3.6050,2026-11
CanSIPS-CanESM5,ens_005,3.5978,2026-10
CanSIPS-CanESM5,ens_006,3.7580,2026-10
CanSIPS-CanESM5,ens_007,3.6599,2026-10
CanSIPS-CanESM5,ens_008,3.8913,2026-11
CanSIPS-CanESM5,ens_009,3.4236,2026-12
CanSIPS-CanESM5,ens_010,3.7696,2026-10
CanSIPS-CanESM5,ens_011,3.6152,2026-10
CanSIPS-CanESM5,ens_012,3.5585,2026-11
CanSIPS-CanESM5,ens_013,3.4751,2026-11
CanSIPS-CanESM5,ens_014,3.5936,2026-11
CanSIPS-CanESM5,ens_015,3.8006,2026-10
CanSIPS-CanESM5,ens_016,3.7186,2026-10
CanSIPS-CanESM5,ens_017,3.6676,2026-10
CanSIPS-CanESM5,ens_018,3.7715,2026-11
CanSIPS-CanESM5,ens_019,3.4931,2026-10
CanSIPS-CanESM5,ens_020,3.8708,2026-11
CanSIPS-GEM-NEMO,ens_021,3.4948,2026-11
CanSIPS-GEM-NEMO,ens_022,3.5905,2026-12
CanSIPS-GEM-NEMO,ens_023,3.1371,2026-12
CanSIPS-GEM-NEMO,ens_024,3.5153,2026-12
CanSIPS-GEM-NEMO,ens_025,3.3204,2026-12
CanSIPS-GEM-NEMO,ens_026,3.1721,2026-11
CanSIPS-GEM-NEMO,ens_027,3.4339,2026-11
CanSIPS-GEM-NEMO,ens_028,3.3475,2026-11
CanSIPS-GEM-NEMO,ens_029,3.5916,2026-11
CanSIPS-GEM-NEMO,ens_030,3.4225,2026-11
CanSIPS-GEM-NEMO,ens_031,3.5644,2026-11
CanSIPS-GEM-NEMO,ens_032,3.2947,2026-12
CanSIPS-GEM-NEMO,ens_033,3.5508,2026-12
CanSIPS-GEM-NEMO,ens_034,3.4687,2026-12
CanSIPS-GEM-NEMO,ens_035,3.1925,2026-11
CanSIPS-GEM-NEMO,ens_036,2.8064,2026-11
CanSIPS-GEM-NEMO,ens_037,3.5361,2026-12
CanSIPS-GEM-NEMO,ens_038,3.2385,2026-11
CanSIPS-GEM-NEMO,ens_039,3.5214,2026-11
CanSIPS-GEM-NEMO,ens_040,3.1712,2026-12
DWD,ens_000,3.8209,2026-12
DWD,ens_001,3.0456,2026-12
DWD,ens_002,4.1307,2026-12
DWD,ens_003,3.4293,2026-12
DWD,ens_004,4.3885,2026-12
DWD,ens_005,3.8632,2026-12
DWD,ens_006,3.9156,2026-12
DWD,ens_007,3.6272,2026-12
DWD,ens_008,3.5638,2026-12
DWD,ens_009,3.8497,2026-12
DWD,ens_010,3.6122,2026-12
DWD,ens_011,4.2469,2026-12
DWD,ens_012,3.4060,2026-12
DWD,ens_013,2.9571,2026-08
DWD,ens_014,3.6307,2026-12
DWD,ens_015,3.2056,2026-11
DWD,ens_016,3.7262,2026-12
DWD,ens_017,3.8215,2026-12
DWD,ens_018,3.6151,2026-12
DWD,ens_019,4.2923,2026-12
DWD,ens_020,3.4177,2026-12
DWD,ens_021,2.9207,2026-08
DWD,ens_022,3.6293,2026-12
DWD,ens_023,3.6967,2026-12
DWD,ens_024,3.7792,2026-12
DWD,ens_025,4.3246,2026-12
DWD,ens_026,3.5136,2026-12
DWD,ens_027,3.8143,2026-12
DWD,ens_028,3.7745,2026-12
DWD,ens_029,3.9845,2026-12
DWD,ens_030,3.1564,2026-12
DWD,ens_031,3.4862,2026-11
DWD,ens_032,3.6556,2026-12
DWD,ens_033,3.6655,2026-12
DWD,ens_034,3.3809,2026-12
DWD,ens_035,3.4521,2026-12
DWD,ens_036,3.6440,2026-12
DWD,ens_037,3.8510,2026-12
DWD,ens_038,3.3111,2026-12
DWD,ens_039,3.6556,2026-12
DWD,ens_040,4.0315,2026-12
DWD,ens_041,3.6386,2026-12
DWD,ens_042,3.7910,2026-12
DWD,ens_043,3.7732,2026-12
DWD,ens_044,3.3891,2026-12
DWD,ens_045,4.5864,2026-12
DWD,ens_046,2.9119,2026-08
DWD,ens_047,3.1377,2026-12
DWD,ens_048,3.5587,2026-12
DWD,ens_049,3.6391,2026-12
ECMWF,ens_000,3.4049,2026-11
ECMWF,ens_001,3.5308,2026-12
ECMWF,ens_002,3.3889,2026-10
ECMWF,ens_003,3.3194,2026-12
ECMWF,ens_004,3.2747,2026-10
ECMWF,ens_005,3.5347,2026-12
ECMWF,ens_006,3.5427,2026-11
ECMWF,ens_007,3.4794,2026-12
ECMWF,ens_008,3.2149,2026-10
ECMWF,ens_009,3.5575,2026-12
ECMWF,ens_010,3.3158,2026-12
ECMWF,ens_011,3.4356,2026-12
ECMWF,ens_012,3.5038,2026-12
ECMWF,ens_013,3.1670,2026-12
ECMWF,ens_014,3.3892,2026-10
ECMWF,ens_015,3.2915,2026-11
ECMWF,ens_016,3.4989,2026-11
ECMWF,ens_017,3.6811,2026-11
ECMWF,ens_018,3.3004,2026-10
ECMWF,ens_019,3.5015,2026-10
ECMWF,ens_020,3.5525,2026-12
ECMWF,ens_021,3.2089,2026-11
ECMWF,ens_022,3.7000,2026-12
ECMWF,ens_023,3.2658,2026-10
ECMWF,ens_024,3.4944,2026-12
ECMWF,ens_025,3.6100,2026-12
ECMWF,ens_026,3.4625,2026-12
ECMWF,ens_027,3.7640,2026-12
ECMWF,ens_028,3.4518,2026-11
ECMWF,ens_029,3.4831,2026-10
ECMWF,ens_030,3.2960,2026-10
ECMWF,ens_031,3.5933,2026-12
ECMWF,ens_032,3.4777,2026-12
ECMWF,ens_033,3.3133,2026-11
ECMWF,ens_034,3.7724,2026-12
ECMWF,ens_035,3.6290,2026-10
ECMWF,ens_036,3.4545,2026-11
ECMWF,ens_037,3.6269,2026-11
ECMWF,ens_038,2.9856,2026-12
ECMWF,ens_039,3.4865,2026-12
ECMWF,ens_040,3.7283,2026-12
ECMWF,ens_041,3.2829,2026-10
ECMWF,ens_042,3.5474,2026-12
ECMWF,ens_043,3.1959,2026-11
ECMWF,ens_044,3.6794,2026-12
ECMWF,ens_045,3.6591,2026-10
ECMWF,ens_046,3.2801,2026-11
ECMWF,ens_047,3.5679,2026-11
ECMWF,ens_048,3.1617,2026-12
ECMWF,ens_049,3.2384,2026-10
ECMWF,ens_050,3.4203,2026-11
JMA,ens_000,3.4980,2026-12
JMA,ens_001,3.7598,2026-10
JMA,ens_002,3.2637,2026-12
JMA,ens_003,3.5493,2026-10
JMA,ens_004,3.3790,2026-10
JMA,ens_005,3.5645,2026-11
JMA,ens_006,3.6403,2026-10
JMA,ens_007,3.3109,2026-12
JMA,ens_008,3.4803,2026-12
JMA,ens_009,3.3657,2026-12
JMA,ens_010,3.3451,2026-12
JMA,ens_011,3.3593,2026-12
JMA,ens_012,3.4621,2026-10
JMA,ens_013,3.3298,2026-12
JMA,ens_014,3.8266,2026-10
JMA,ens_015,3.4259,2026-11
JMA,ens_016,3.5294,2026-10
JMA,ens_017,3.5487,2026-10
JMA,ens_018,3.4103,2026-12
JMA,ens_019,3.5561,2026-10
JMA,ens_020,3.4322,2026-11
JMA,ens_021,3.3599,2026-12
JMA,ens_022,3.5812,2026-10
JMA,ens_023,3.3614,2026-10
JMA,ens_024,3.4874,2026-10
JMA,ens_025,3.6142,2026-10
JMA,ens_026,3.3628,2026-12
JMA,ens_027,3.5896,2026-11
JMA,ens_028,3.5027,2026-10
JMA,ens_029,3.4249,2026-10
JMA,ens_030,3.4786,2026-12
JMA,ens_031,3.4784,2026-10
JMA,ens_032,3.4762,2026-12
JMA,ens_033,3.3536,2026-12
JMA,ens_034,3.4301,2026-12
JMA,ens_035,3.5920,2026-11
JMA,ens_036,3.3369,2026-11
JMA,ens_037,3.1515,2026-10
JMA,ens_038,3.4018,2026-10
JMA,ens_039,3.5009,2026-12
JMA,ens_040,3.5404,2026-12
JMA,ens_041,3.4907,2026-12
JMA,ens_042,3.3779,2026-10
JMA,ens_043,3.3466,2026-12
JMA,ens_044,3.3894,2026-12
JMA,ens_045,3.5516,2026-11
JMA,ens_046,3.5354,2026-12
JMA,ens_047,3.1788,2026-10
JMA,ens_048,3.3668,2026-12
JMA,ens_049,3.3469,2026-12
JMA,ens_050,3.4041,2026-11
JMA,ens_051,3.5276,2026-12
JMA,ens_052,3.5441,2026-11
JMA,ens_053,3.7007,2026-10
JMA,ens_054,3.3545,2026-12
JMA,ens_055,3.3584,2026-10
JMA,ens_056,3.4480,2026-12
JMA,ens_057,3.4905,2026-11
JMA,ens_058,3.3398,2026-10
JMA,ens_059,3.4286,2026-12
JMA,ens_060,3.4650,2026-11
JMA,ens_061,3.4700,2026-11
JMA,ens_062,3.4201,2026-12
JMA,ens_063,3.3490,2026-11
JMA,ens_064,3.6831,2026-10
JMA,ens_065,3.5857,2026-10
JMA,ens_066,3.5424,2026-10
JMA,ens_067,3.3299,2026-12
JMA,ens_068,3.4425,2026-10
JMA,ens_069,3.1787,2026-12
JMA,ens_070,3.7044,2026-10
JMA,ens_071,3.4246,2026-10
JMA,ens_072,3.3718,2026-12
JMA,ens_073,3.4182,2026-11
JMA,ens_074,3.3349,2026-10
JMA,ens_075,3.5765,2026-11
JMA,ens_076,3.2783,2026-11
JMA,ens_077,3.5196,2026-11
JMA,ens_078,3.4009,2026-11
JMA,ens_079,3.4379,2026-12
JMA,ens_080,3.2912,2026-10
JMA,ens_081,3.6299,2026-10
JMA,ens_082,3.3949,2026-12
JMA,ens_083,3.4368,2026-10
JMA,ens_084,3.3398,2026-10
JMA,ens_085,3.4660,2026-11
JMA,ens_086,3.5638,2026-11
JMA,ens_087,3.4736,2026-10
JMA,ens_088,3.3988,2026-10
JMA,ens_089,3.5062,2026-12
JMA,ens_090,3.5406,2026-10
JMA,ens_091,3.6976,2026-10
JMA,ens_092,3.5473,2026-12
JMA,ens_093,3.0141,2026-12
JMA,ens_094,3.4615,2026-12
JMA,ens_095,3.5382,2026-12
JMA,ens_096,3.3779,2026-11
JMA,ens_097,3.2608,2026-12
JMA,ens_098,3.3739,2026-12
JMA,ens_099,3.3028,2026-12
JMA,ens_100,3.6632,2026-10
JMA,ens_101,3.5598,2026-12
JMA,ens_102,3.6337,2026-12
JMA,ens_103,3.3965,2026-12
JMA,ens_104,3.3933,2026-12
JMA,ens_105,3.4628,2026-10
JMA,ens_106,3.5479,2026-12
JMA,ens_107,3.4161,2026-10
JMA,ens_108,3.6563,2026-12
JMA,ens_109,3.2679,2026-10
JMA,ens_110,3.2922,2026-12
JMA,ens_111,3.4584,2026-12
JMA,ens_112,3.3678,2026-11
JMA,ens_113,3.6934,2026-10
JMA,ens_114,3.1861,2026-12
JMA,ens_115,3.6763,2026-11
JMA,ens_116,3.2299,2026-10
JMA,ens_117,3.3487,2026-12
JMA,ens_118,3.5437,2026-10
JMA,ens_119,3.3811,2026-12
JMA,ens_120,3.5918,2026-11
JMA,ens_121,3.3108,2026-12
JMA,ens_122,3.3580,2026-12
JMA,ens_123,3.2681,2026-12
JMA,ens_124,3.6176,2026-10
JMA,ens_125,3.5375,2026-10
JMA,ens_126,3.4483,2026-12
JMA,ens_127,3.5821,2026-11
JMA,ens_128,3.4177,2026-12
JMA,ens_129,3.4364,2026-12
JMA,ens_130,3.4827,2026-11
JMA,ens_131,3.4548,2026-11
JMA,ens_132,3.4478,2026-12
JMA,ens_133,3.2136,2026-12
JMA,ens_134,3.3231,2026-12
JMA,ens_135,3.4630,2026-12
JMA,ens_136,3.3549,2026-10
JMA,ens_137,3.3622,2026-12
JMA,ens_138,3.2474,2026-12
JMA,ens_139,3.3438,2026-12
JMA,ens_140,3.4318,2026-11
JMA,ens_141,3.2224,2026-12
JMA,ens_142,3.1006,2026-12
JMA,ens_143,3.1791,2026-12
JMA,ens_144,3.1405,2026-12
JMA,ens_145,3.5080,2026-11
JMA,ens_146,3.2899,2026-12
JMA,ens_147,3.7234,2026-10
JMA,ens_148,3.1044,2026-12
JMA,ens_149,3.3300,2026-12
JMA,ens_150,3.5602,2026-11
JMA,ens_151,3.4299,2026-12
JMA,ens_152,3.4502,2026-12
JMA,ens_153,3.4117,2026-12
JMA,ens_154,3.0474,2026-12
Meteo-France,ens_000,3.4439,2026-11
Meteo-France,ens_001,3.1676,2026-10
Meteo-France,ens_002,3.1436,2026-11
Meteo-France,ens_003,3.1858,2026-11
Meteo-France,ens_004,3.3565,2026-11
Meteo-France,ens_005,3.1854,2026-11
Meteo-France,ens_006,3.1117,2026-10
Meteo-France,ens_007,3.5312,2026-11
Meteo-France,ens_008,3.3862,2026-11
Meteo-France,ens_009,3.1697,2026-11
Meteo-France,ens_010,3.3060,2026-11
Meteo-France,ens_011,3.2061,2026-11
Meteo-France,ens_012,3.1754,2026-11
Meteo-France,ens_013,3.3564,2026-11
Meteo-France,ens_014,3.3578,2026-12
Meteo-France,ens_015,3.1615,2026-12
Meteo-France,ens_016,3.1022,2026-10
Meteo-France,ens_017,3.2651,2026-11
Meteo-France,ens_018,3.4323,2026-11
Meteo-France,ens_019,3.4699,2026-11
Meteo-France,ens_020,3.3247,2026-10
Meteo-France,ens_021,3.3909,2026-11
Meteo-France,ens_022,3.3606,2026-11
Meteo-France,ens_023,3.6223,2026-11
Meteo-France,ens_024,3.2689,2026-11
Meteo-France,ens_025,3.3805,2026-11
Meteo-France,ens_026,3.2332,2026-11
Meteo-France,ens_027,3.2959,2026-12
Meteo-France,ens_028,3.2829,2026-11
Meteo-France,ens_029,3.5418,2026-11
Meteo-France,ens_030,3.2684,2026-11
Meteo-France,ens_031,3.0734,2026-10
Meteo-France,ens_032,3.1427,2026-11
Meteo-France,ens_033,3.1574,2026-11
Meteo-France,ens_034,2.9662,2026-12
Meteo-France,ens_035,3.3114,2026-11
Meteo-France,ens_036,3.2719,2026-11
Meteo-France,ens_037,2.9828,2026-11
Meteo-France,ens_038,3.0464,2026-12
Meteo-France,ens_039,3.3064,2026-12
Meteo-France,ens_040,3.1829,2026-11
Meteo-France,ens_041,3.0786,2026-11
Meteo-France,ens_042,3.0111,2026-10
Meteo-France,ens_043,3.1763,2026-11
Meteo-France,ens_044,3.3828,2026-11
Meteo-France,ens_045,3.6654,2026-11
Meteo-France,ens_046,3.2491,2026-10
Meteo-France,ens_047,3.2274,2026-11
Meteo-France,ens_048,3.0556,2026-10
Meteo-France,ens_049,3.2254,2026-10
Meteo-France,ens_050,3.2373,2026-12
NASA-GEOS-S2S-2,ens_001,4.1099,2026-12
NASA-GEOS-S2S-2,ens_002,3.5254,2026-12
NASA-GEOS-S2S-2,ens_003,4.2614,2026-12
NASA-GEOS-S2S-2,ens_004,4.2437,2026-12
NASA-GEOS-S2S-2,ens_005,3.8085,2026-12
NASA-GEOS-S2S-2,ens_006,4.1390,2026-12
NASA-GEOS-S2S-2,ens_007,4.3976,2026-12
NASA-GEOS-S2S-2,ens_008,4.4843,2026-12
NASA-GEOS-S2S-2,ens_009,4.1558,2026-12
NASA-GEOS-S2S-2,ens_010,4.0366,2026-12
NCAR-CCSM4,ens_001,3.1213,2026-10
NCAR-CCSM4,ens_002,3.1149,2026-11
NCAR-CCSM4,ens_003,3.2590,2026-10
NCAR-CCSM4,ens_004,3.1567,2026-11
NCAR-CCSM4,ens_005,3.2259,2026-10
NCAR-CCSM4,ens_006,2.8328,2026-10
NCAR-CCSM4,ens_007,3.3224,2026-10
NCAR-CCSM4,ens_008,3.4250,2026-11
NCAR-CCSM4,ens_009,2.7131,2026-09
NCAR-CCSM4,ens_010,3.2471,2026-10
NCAR-CESM1,ens_001,4.4631,2026-12
NCAR-CESM1,ens_002,4.6227,2026-11
NCAR-CESM1,ens_003,4.5772,2026-10
NCAR-CESM1,ens_004,4.5892,2026-11
NCAR-CESM1,ens_005,4.4188,2026-11
NCAR-CESM1,ens_006,4.2758,2026-11
NCAR-CESM1,ens_007,4.2906,2026-10
NCAR-CESM1,ens_008,4.5581,2026-11
NCAR-CESM1,ens_009,4.5540,2026-11
NCAR-CESM1,ens_010,4.2945,2026-12
SINTEX-F,N1K1,3.6556,2026-11
SINTEX-F,N1K1V,3.1296,2026-11
SINTEX-F,N1K1hi,4.2798,2026-12
SINTEX-F,N1K1hiV,2.3744,2026-11
SINTEX-F,N1K2,2.2454,2026-11
SINTEX-F,N1K2V,2.0093,2026-09
SINTEX-F,N1K2hi,2.3253,2026-11
SINTEX-F,N1K2hiV,2.1323,2026-12
SINTEX-F,N2K1,2.6795,2026-09
SINTEX-F,N2K1V,2.8321,2026-12
SINTEX-F,N2K1hi,3.1943,2026-11
SINTEX-F,N2K1hiV,2.1004,2026-10
SINTEX-F,N2K2,2.3567,2026-09
SINTEX-F,N2K2V,2.3375,2026-09
SINTEX-F,N2K2hi,2.0642,2026-12
SINTEX-F,N2K2hiV,2.1308,2026-12
SINTEX-F,N3K1,2.7988,2026-11
SINTEX-F,N3K1V,2.0074,2026-09
SINTEX-F,N3K1hi,3.3972,2026-12
SINTEX-F,N3K1hiV,2.0279,2026-11
SINTEX-F,N3K2,2.4112,2026-10
SINTEX-F,N3K2V,2.0021,2026-10
SINTEX-F,N3K2hi,2.0402,2026-11
SINTEX-F,N3K2hiV,2.0550,2026-09
UKMO,ens_000,2.6292,2026-09
UKMO,ens_001,2.5838,2026-11
UKMO,ens_002,2.9657,2026-10
UKMO,ens_003,2.7767,2026-09
UKMO,ens_004,2.7171,2026-10
UKMO,ens_005,2.6836,2026-10
UKMO,ens_006,2.8165,2026-11
UKMO,ens_007,3.0490,2026-10
UKMO,ens_008,2.7651,2026-10
UKMO,ens_009,2.8747,2026-10
UKMO,ens_010,2.6623,2026-11
UKMO,ens_011,2.7136,2026-09
UKMO,ens_012,2.9034,2026-10
UKMO,ens_013,2.9929,2026-09
UKMO,ens_014,2.8726,2026-11
UKMO,ens_015,2.7227,2026-11
UKMO,ens_016,2.6669,2026-10
UKMO,ens_017,2.9123,2026-10
UKMO,ens_018,2.7908,2026-11
UKMO,ens_019,2.6698,2026-10
UKMO,ens_020,2.6414,2026-10
UKMO,ens_021,3.0236,2026-10
UKMO,ens_022,2.8053,2026-09
UKMO,ens_023,2.7058,2026-10
UKMO,ens_024,2.6673,2026-11
UKMO,ens_025,2.7267,2026-11
UKMO,ens_026,2.6933,2026-09
UKMO,ens_027,2.8012,2026-10
UKMO,ens_028,2.8290,2026-10
UKMO,ens_029,2.7974,2026-10
